Image,Label,x,y,Timestamp
img_000000038_Default_000.tif,E-Right,1730,124,38
img_000000039_Default_000.tif,D-Right,1728,852,39
img_000000039_Default_000.tif,E-Right,1730,124,39
img_000000040_Default_000.tif,D-Right,1728,851,40
img_000000040_Default_000.tif,E-Right,1730,124,40
img_000000041_Default_000.tif,D-Right,1728,851,41
img_000000041_Default_000.tif,E-Right,1730,124,41
img_000000042_Default_000.tif,D-Right,1729,851,42
img_000000042_Default_000.tif,E-Right,1730,124,42
img_000000043_Default_000.tif,D-Right,1728,851,43
img_000000043_Default_000.tif,E-Right,1729,124,43
img_000000044_Default_000.tif,D-Right,1727,851,44
img_000000044_Default_000.tif,E-Right,1730,124,44
img_000000045_Default_000.tif,D-Right,1729,852,45
img_000000045_Default_000.tif,E-Right,1730,124,45
img_000000046_Default_000.tif,D-Right,1729,852,46
img_000000046_Default_000.tif,E-Right,1730,124,46
img_000000047_Default_000.tif,D-Right,1730,852,47
img_000000047_Default_000.tif,E-Right,1731,124,47
img_000000048_Default_000.tif,D-Right,1729,852,48
img_000000048_Default_000.tif,E-Right,1731,124,48
img_000000049_Default_000.tif,D-Right,1728,851,49
img_000000049_Default_000.tif,E-Right,1730,124,49
img_000000050_Default_000.tif,D-Right,1729,852,50
img_000000050_Default_000.tif,E-Right,1730,124,50
img_000000051_Default_000.tif,D-Right,1729,850,51
img_000000051_Default_000.tif,E-Right,1731,123,51
img_000000052_Default_000.tif,D-Right,1729,851,52
img_000000052_Default_000.tif,E-Right,1729,123,52
img_000000053_Default_000.tif,D-Right,1733,802,53
img_000000053_Default_000.tif,E-Right,1731,122,53
img_000000054_Default_000.tif,D-Right,1728,850,54
img_000000054_Default_000.tif,E-Right,1730,122,54
img_000000055_Default_000.tif,D-Right,1728,850,55
img_000000055_Default_000.tif,E-Right,1729,122,55
img_000000056_Default_000.tif,D-Right,1728,849,56
img_000000056_Default_000.tif,E-Right,1729,122,56
img_000000057_Default_000.tif,D-Right,1728,851,57
img_000000057_Default_000.tif,E-Right,1729,123,57
img_000000058_Default_000.tif,D-Right,1728,850,58
img_000000058_Default_000.tif,E-Right,1729,122,58
img_000000059_Default_000.tif,D-Right,1728,850,59
img_000000059_Default_000.tif,E-Right,1730,122,59
img_000000060_Default_000.tif,D-Right,1728,851,60
img_000000060_Default_000.tif,E-Right,1730,122,60
img_000000061_Default_000.tif,D-Right,1728,850,61
img_000000061_Default_000.tif,E-Right,1730,122,61
img_000000062_Default_000.tif,D-Right,1728,851,62
img_000000062_Default_000.tif,E-Right,1729,122,62
img_000000063_Default_000.tif,D-Right,1728,850,63
img_000000063_Default_000.tif,E-Right,1730,122,63
img_000000064_Default_000.tif,D-Right,1728,849,64
img_000000064_Default_000.tif,E-Right,1729,122,64
img_000000065_Default_000.tif,D-Right,1729,850,65
img_000000065_Default_000.tif,E-Right,1731,123,65
img_000000066_Default_000.tif,D-Right,1729,851,66
img_000000066_Default_000.tif,E-Right,1730,123,66
img_000000067_Default_000.tif,D-Right,1729,850,67
img_000000067_Default_000.tif,E-Right,1730,123,67
img_000000068_Default_000.tif,D-Right,1729,851,68
img_000000068_Default_000.tif,E-Right,1730,123,68
img_000000069_Default_000.tif,D-Right,1729,850,69
img_000000069_Default_000.tif,E-Right,1730,123,69
img_000000070_Default_000.tif,D-Right,1729,851,70
img_000000070_Default_000.tif,E-Right,1730,123,70
img_000000071_Default_000.tif,D-Right,1729,851,71
img_000000071_Default_000.tif,E-Right,1730,123,71
img_000000072_Default_000.tif,D-Right,1729,850,72
img_000000072_Default_000.tif,E-Right,1729,122,72
img_000000073_Default_000.tif,D-Right,1729,850,73
img_000000073_Default_000.tif,E-Right,1730,122,73
img_000000074_Default_000.tif,D-Right,1729,850,74
img_000000074_Default_000.tif,E-Right,1730,123,74
img_000000075_Default_000.tif,D-Right,1729,850,75
img_000000075_Default_000.tif,E-Right,1730,122,75
img_000000076_Default_000.tif,D-Right,1729,850,76
img_000000076_Default_000.tif,E-Right,1730,122,76
img_000000077_Default_000.tif,D-Right,1729,850,77
img_000000077_Default_000.tif,E-Right,1730,123,77
img_000000078_Default_000.tif,D-Right,1729,850,78
img_000000078_Default_000.tif,E-Right,1730,123,78
img_000000079_Default_000.tif,D-Right,1729,851,79
img_000000079_Default_000.tif,E-Right,1730,122,79
img_000000080_Default_000.tif,D-Right,1729,851,80
img_000000080_Default_000.tif,E-Right,1730,123,80
img_000000081_Default_000.tif,D-Right,1730,850,81
img_000000081_Default_000.tif,E-Right,1731,123,81
img_000000082_Default_000.tif,D-Right,1730,850,82
img_000000082_Default_000.tif,E-Right,1731,123,82
img_000000083_Default_000.tif,D-Right,1730,850,83
img_000000083_Default_000.tif,E-Right,1731,123,83
img_000000084_Default_000.tif,D-Right,1730,850,84
img_000000084_Default_000.tif,E-Right,1731,123,84
img_000000085_Default_000.tif,D-Right,1730,851,85
img_000000085_Default_000.tif,E-Right,1731,123,85
img_000000086_Default_000.tif,D-Right,1730,851,86
img_000000086_Default_000.tif,E-Right,1731,123,86
img_000000087_Default_000.tif,D-Right,1730,851,87
img_000000087_Default_000.tif,E-Right,1731,123,87
img_000000088_Default_000.tif,D-Right,1730,851,88
img_000000088_Default_000.tif,E-Right,1731,123,88
img_000000089_Default_000.tif,D-Right,1730,851,89
img_000000089_Default_000.tif,E-Right,1731,123,89
img_000000090_Default_000.tif,D-Right,1729,852,90
img_000000090_Default_000.tif,E-Right,1731,123,90
img_000000091_Default_000.tif,D-Right,1730,851,91
img_000000091_Default_000.tif,E-Right,1730,123,91
img_000000092_Default_000.tif,D-Right,1730,851,92
img_000000092_Default_000.tif,E-Right,1731,123,92
img_000000093_Default_000.tif,D-Right,1730,851,93
img_000000093_Default_000.tif,E-Right,1731,123,93
img_000000094_Default_000.tif,D-Right,1730,850,94
img_000000094_Default_000.tif,E-Right,1731,123,94
img_000000095_Default_000.tif,D-Right,1730,851,95
img_000000095_Default_000.tif,E-Right,1730,123,95
img_000000096_Default_000.tif,D-Right,1730,851,96
img_000000096_Default_000.tif,E-Right,1731,123,96
img_000000097_Default_000.tif,D-Right,1730,850,97
img_000000097_Default_000.tif,E-Right,1731,123,97
img_000000098_Default_000.tif,D-Right,1730,850,98
img_000000098_Default_000.tif,E-Right,1731,123,98
img_000000099_Default_000.tif,D-Right,1730,850,99
img_000000099_Default_000.tif,E-Right,1731,123,99
img_000000100_Default_000.tif,D-Right,1730,851,100
img_000000100_Default_000.tif,E-Right,1731,123,100
img_000000101_Default_000.tif,D-Right,1730,851,101
img_000000101_Default_000.tif,E-Right,1731,123,101
img_000000102_Default_000.tif,D-Right,1731,851,102
img_000000102_Default_000.tif,E-Right,1731,123,102
img_000000103_Default_000.tif,D-Right,1730,851,103
img_000000103_Default_000.tif,E-Right,1731,123,103
img_000000104_Default_000.tif,D-Right,1729,851,104
img_000000104_Default_000.tif,E-Right,1731,123,104
img_000000105_Default_000.tif,D-Right,1730,851,105
img_000000105_Default_000.tif,E-Right,1731,123,105
img_000000106_Default_000.tif,D-Right,1730,851,106
img_000000106_Default_000.tif,E-Right,1731,123,106
img_000000107_Default_000.tif,D-Right,1730,851,107
img_000000107_Default_000.tif,E-Right,1731,123,107
img_000000108_Default_000.tif,D-Right,1730,851,108
img_000000108_Default_000.tif,E-Right,1731,123,108
img_000000109_Default_000.tif,D-Right,1730,851,109
img_000000109_Default_000.tif,E-Right,1730,123,109
img_000000110_Default_000.tif,D-Right,1730,851,110
img_000000110_Default_000.tif,E-Right,1731,123,110
img_000000111_Default_000.tif,D-Right,1730,851,111
img_000000111_Default_000.tif,E-Right,1731,123,111
img_000000112_Default_000.tif,D-Right,1730,851,112
img_000000112_Default_000.tif,E-Right,1730,123,112
img_000000113_Default_000.tif,D-Right,1730,850,113
img_000000113_Default_000.tif,E-Right,1731,123,113
img_000000114_Default_000.tif,D-Right,1730,851,114
img_000000114_Default_000.tif,E-Right,1731,123,114
img_000000115_Default_000.tif,D-Right,1730,850,115
img_000000115_Default_000.tif,E-Right,1731,123,115
img_000000116_Default_000.tif,D-Right,1730,851,116
img_000000116_Default_000.tif,E-Right,1731,123,116
img_000000117_Default_000.tif,D-Right,1730,851,117
img_000000117_Default_000.tif,E-Right,1731,123,117
img_000000118_Default_000.tif,D-Right,1730,851,118
img_000000118_Default_000.tif,E-Right,1731,123,118
img_000000119_Default_000.tif,D-Right,1730,851,119
img_000000119_Default_000.tif,E-Right,1731,123,119
img_000000120_Default_000.tif,D-Right,1730,851,120
img_000000120_Default_000.tif,E-Right,1731,123,120
img_000000121_Default_000.tif,D-Right,1730,851,121
img_000000121_Default_000.tif,E-Right,1731,123,121
img_000000122_Default_000.tif,D-Right,1730,851,122
img_000000122_Default_000.tif,E-Right,1731,123,122
img_000000123_Default_000.tif,D-Right,1730,851,123
img_000000123_Default_000.tif,E-Right,1731,123,123
img_000000124_Default_000.tif,D-Right,1730,851,124
img_000000124_Default_000.tif,E-Right,1731,123,124
img_000000125_Default_000.tif,D-Right,1730,851,125
img_000000125_Default_000.tif,E-Right,1731,123,125
img_000000126_Default_000.tif,D-Right,1730,851,126
img_000000126_Default_000.tif,E-Right,1731,123,126
img_000000127_Default_000.tif,D-Right,1730,850,127
img_000000127_Default_000.tif,E-Right,1731,123,127
img_000000128_Default_000.tif,D-Right,1730,851,128
img_000000128_Default_000.tif,E-Right,1731,123,128
img_000000129_Default_000.tif,D-Right,1729,850,129
img_000000129_Default_000.tif,E-Right,1730,123,129
img_000000130_Default_000.tif,D-Right,1730,851,130
img_000000130_Default_000.tif,E-Right,1731,123,130
img_000000131_Default_000.tif,D-Right,1730,851,131
img_000000131_Default_000.tif,E-Right,1731,123,131
img_000000132_Default_000.tif,D-Right,1730,851,132
img_000000132_Default_000.tif,E-Right,1731,123,132
img_000000133_Default_000.tif,D-Right,1730,851,133
img_000000133_Default_000.tif,E-Right,1731,123,133
img_000000134_Default_000.tif,D-Right,1730,851,134
img_000000134_Default_000.tif,E-Right,1731,123,134
img_000000135_Default_000.tif,D-Right,1730,851,135
img_000000135_Default_000.tif,E-Right,1731,123,135
img_000000136_Default_000.tif,D-Right,1730,851,136
img_000000136_Default_000.tif,E-Right,1730,123,136
img_000000137_Default_000.tif,D-Right,1730,851,137
img_000000137_Default_000.tif,E-Right,1731,123,137
img_000000138_Default_000.tif,D-Right,1730,850,138
img_000000138_Default_000.tif,E-Right,1731,123,138
img_000000139_Default_000.tif,D-Right,1730,851,139
img_000000139_Default_000.tif,E-Right,1731,123,139
img_000000140_Default_000.tif,D-Right,1730,851,140
img_000000140_Default_000.tif,E-Right,1732,123,140
img_000000141_Default_000.tif,D-Right,1730,850,141
img_000000141_Default_000.tif,E-Right,1731,123,141
img_000000142_Default_000.tif,D-Right,1730,850,142
img_000000142_Default_000.tif,E-Right,1731,123,142
img_000000143_Default_000.tif,D-Right,1730,851,143
img_000000143_Default_000.tif,E-Right,1730,123,143
img_000000144_Default_000.tif,D-Right,1730,851,144
img_000000144_Default_000.tif,E-Right,1730,123,144
img_000000145_Default_000.tif,D-Right,1730,851,145
img_000000145_Default_000.tif,E-Right,1731,123,145
img_000000146_Default_000.tif,D-Right,1730,851,146
img_000000146_Default_000.tif,E-Right,1731,123,146
img_000000147_Default_000.tif,D-Right,1729,851,147
img_000000147_Default_000.tif,E-Right,1731,123,147
img_000000148_Default_000.tif,D-Right,1730,851,148
img_000000148_Default_000.tif,E-Right,1731,123,148
img_000000149_Default_000.tif,D-Right,1730,850,149
img_000000149_Default_000.tif,E-Right,1731,123,149
img_000000150_Default_000.tif,D-Right,1730,851,150
img_000000150_Default_000.tif,E-Right,1731,123,150
img_000000151_Default_000.tif,D-Right,1730,851,151
img_000000151_Default_000.tif,E-Right,1731,123,151
img_000000152_Default_000.tif,D-Right,1729,851,152
img_000000152_Default_000.tif,E-Right,1731,123,152
img_000000153_Default_000.tif,D-Right,1730,851,153
img_000000153_Default_000.tif,E-Right,1731,123,153
img_000000154_Default_000.tif,D-Right,1730,851,154
img_000000154_Default_000.tif,E-Right,1731,123,154
img_000000155_Default_000.tif,D-Right,1730,851,155
img_000000155_Default_000.tif,E-Right,1731,123,155
img_000000156_Default_000.tif,D-Right,1730,850,156
img_000000156_Default_000.tif,E-Right,1731,123,156
img_000000157_Default_000.tif,D-Right,1730,851,157
img_000000157_Default_000.tif,E-Right,1731,123,157
img_000000158_Default_000.tif,D-Right,1730,850,158
img_000000158_Default_000.tif,E-Right,1731,123,158
img_000000159_Default_000.tif,D-Right,1730,850,159
img_000000159_Default_000.tif,E-Right,1731,123,159
img_000000160_Default_000.tif,D-Right,1730,851,160
img_000000160_Default_000.tif,E-Right,1731,123,160
img_000000161_Default_000.tif,D-Right,1730,851,161
img_000000161_Default_000.tif,E-Right,1731,123,161
img_000000162_Default_000.tif,D-Right,1730,851,162
img_000000162_Default_000.tif,E-Right,1731,123,162
img_000000163_Default_000.tif,D-Right,1730,850,163
img_000000163_Default_000.tif,E-Right,1731,123,163
img_000000164_Default_000.tif,D-Right,1730,851,164
img_000000164_Default_000.tif,E-Right,1731,123,164
img_000000165_Default_000.tif,D-Right,1730,851,165
img_000000165_Default_000.tif,E-Right,1731,123,165
img_000000166_Default_000.tif,D-Right,1730,851,166
img_000000166_Default_000.tif,E-Right,1731,123,166
img_000000167_Default_000.tif,D-Right,1730,851,167
img_000000167_Default_000.tif,E-Right,1731,123,167
img_000000168_Default_000.tif,D-Right,1730,851,168
img_000000168_Default_000.tif,E-Right,1731,123,168
img_000000169_Default_000.tif,D-Right,1730,851,169
img_000000169_Default_000.tif,E-Right,1731,123,169
img_000000170_Default_000.tif,D-Right,1730,851,170
img_000000170_Default_000.tif,E-Right,1731,123,170
img_000000171_Default_000.tif,D-Right,1730,850,171
img_000000171_Default_000.tif,E-Right,1731,123,171
img_000000172_Default_000.tif,D-Right,1730,851,172
img_000000172_Default_000.tif,E-Right,1731,123,172
img_000000173_Default_000.tif,D-Right,1730,851,173
img_000000173_Default_000.tif,E-Right,1731,123,173
img_000000174_Default_000.tif,D-Right,1730,851,174
img_000000174_Default_000.tif,E-Right,1731,123,174
img_000000175_Default_000.tif,D-Right,1730,852,175
img_000000175_Default_000.tif,E-Right,1731,123,175
img_000000176_Default_000.tif,D-Right,1730,851,176
img_000000176_Default_000.tif,E-Right,1731,123,176
img_000000177_Default_000.tif,D-Right,1730,851,177
img_000000177_Default_000.tif,E-Right,1731,123,177
img_000000178_Default_000.tif,D-Right,1730,851,178
img_000000178_Default_000.tif,E-Right,1731,123,178
img_000000179_Default_000.tif,D-Right,1730,851,179
img_000000179_Default_000.tif,E-Right,1731,123,179
img_000000180_Default_000.tif,D-Right,1730,851,180
img_000000180_Default_000.tif,E-Right,1731,123,180
img_000000181_Default_000.tif,D-Right,1730,851,181
img_000000181_Default_000.tif,E-Right,1731,123,181
img_000000182_Default_000.tif,D-Right,1730,851,182
img_000000182_Default_000.tif,E-Right,1731,123,182
img_000000183_Default_000.tif,D-Right,1730,851,183
img_000000183_Default_000.tif,E-Right,1731,123,183
img_000000184_Default_000.tif,D-Right,1730,851,184
img_000000184_Default_000.tif,E-Right,1731,123,184
img_000000185_Default_000.tif,D-Right,1730,851,185
img_000000185_Default_000.tif,E-Right,1731,123,185
img_000000186_Default_000.tif,D-Right,1730,851,186
img_000000186_Default_000.tif,E-Right,1730,123,186
img_000000187_Default_000.tif,D-Right,1730,850,187
img_000000187_Default_000.tif,E-Right,1731,123,187
img_000000188_Default_000.tif,D-Right,1730,851,188
img_000000188_Default_000.tif,E-Right,1731,123,188
img_000000189_Default_000.tif,D-Right,1730,851,189
img_000000189_Default_000.tif,E-Right,1731,123,189
img_000000190_Default_000.tif,D-Right,1730,851,190
img_000000190_Default_000.tif,E-Right,1731,123,190
img_000000191_Default_000.tif,D-Right,1730,851,191
img_000000191_Default_000.tif,E-Right,1731,123,191
img_000000192_Default_000.tif,D-Right,1730,851,192
img_000000192_Default_000.tif,E-Right,1731,123,192
img_000000193_Default_000.tif,D-Right,1730,851,193
img_000000193_Default_000.tif,E-Right,1731,123,193
img_000000194_Default_000.tif,D-Right,1730,851,194
img_000000194_Default_000.tif,E-Right,1731,123,194
img_000000195_Default_000.tif,D-Right,1730,852,195
img_000000195_Default_000.tif,E-Right,1731,123,195
img_000000196_Default_000.tif,D-Right,1730,851,196
img_000000196_Default_000.tif,E-Right,1731,123,196
img_000000197_Default_000.tif,D-Right,1730,851,197
img_000000197_Default_000.tif,E-Right,1731,123,197
img_000000198_Default_000.tif,D-Right,1729,851,198
img_000000198_Default_000.tif,E-Right,1730,123,198
img_000000199_Default_000.tif,D-Right,1729,851,199
img_000000199_Default_000.tif,E-Right,1730,123,199
img_000000200_Default_000.tif,D-Right,1729,850,200
img_000000200_Default_000.tif,E-Right,1730,123,200
img_000000201_Default_000.tif,D-Right,1729,851,201
img_000000201_Default_000.tif,E-Right,1730,123,201
img_000000202_Default_000.tif,D-Right,1729,850,202
img_000000202_Default_000.tif,E-Right,1730,123,202
img_000000203_Default_000.tif,D-Right,1730,850,203
img_000000203_Default_000.tif,E-Right,1731,123,203
img_000000204_Default_000.tif,D-Right,1730,851,204
img_000000204_Default_000.tif,E-Right,1731,123,204
img_000000205_Default_000.tif,D-Right,1733,801,205
img_000000205_Default_000.tif,E-Right,1732,123,205
img_000000206_Default_000.tif,D-Right,1730,851,206
img_000000206_Default_000.tif,E-Right,1730,123,206
img_000000207_Default_000.tif,D-Right,1728,850,207
img_000000207_Default_000.tif,E-Right,1731,123,207
img_000000208_Default_000.tif,D-Right,1730,851,208
img_000000208_Default_000.tif,E-Right,1729,123,208
img_000000209_Default_000.tif,D-Right,1729,850,209
img_000000209_Default_000.tif,E-Right,1731,123,209
img_000000210_Default_000.tif,D-Right,1729,852,210
img_000000210_Default_000.tif,E-Right,1730,123,210
img_000000211_Default_000.tif,D-Right,1729,851,211
img_000000211_Default_000.tif,E-Right,1730,123,211
img_000000212_Default_000.tif,D-Right,1730,851,212
img_000000212_Default_000.tif,E-Right,1730,123,212
img_000000213_Default_000.tif,D-Right,1730,851,213
img_000000213_Default_000.tif,E-Right,1731,123,213
img_000000214_Default_000.tif,D-Right,1730,850,214
img_000000214_Default_000.tif,E-Right,1731,123,214
img_000000215_Default_000.tif,D-Right,1729,850,215
img_000000215_Default_000.tif,E-Right,1731,123,215
img_000000216_Default_000.tif,D-Right,1729,851,216
img_000000216_Default_000.tif,E-Right,1730,123,216
img_000000217_Default_000.tif,D-Right,1730,850,217
img_000000217_Default_000.tif,E-Right,1731,123,217
img_000000218_Default_000.tif,D-Right,1729,851,218
img_000000218_Default_000.tif,E-Right,1730,123,218
img_000000219_Default_000.tif,D-Right,1730,851,219
img_000000219_Default_000.tif,E-Right,1730,123,219
img_000000220_Default_000.tif,D-Right,1730,852,220
img_000000220_Default_000.tif,E-Right,1731,123,220
img_000000221_Default_000.tif,D-Right,1730,851,221
img_000000221_Default_000.tif,E-Right,1731,123,221
img_000000222_Default_000.tif,D-Right,1730,851,222
img_000000222_Default_000.tif,E-Right,1731,123,222
img_000000223_Default_000.tif,D-Right,1730,851,223
img_000000223_Default_000.tif,E-Right,1731,123,223
img_000000224_Default_000.tif,D-Right,1730,851,224
img_000000224_Default_000.tif,E-Right,1731,123,224
img_000000225_Default_000.tif,D-Right,1730,851,225
img_000000225_Default_000.tif,E-Right,1731,123,225
img_000000226_Default_000.tif,D-Right,1730,851,226
img_000000226_Default_000.tif,E-Right,1730,123,226
img_000000227_Default_000.tif,D-Right,1730,851,227
img_000000227_Default_000.tif,E-Right,1731,123,227
img_000000228_Default_000.tif,D-Right,1730,851,228
img_000000228_Default_000.tif,E-Right,1731,123,228
img_000000229_Default_000.tif,D-Right,1728,850,229
img_000000229_Default_000.tif,E-Right,1730,123,229
img_000000230_Default_000.tif,D-Right,1728,851,230
img_000000230_Default_000.tif,E-Right,1729,123,230
img_000000231_Default_000.tif,D-Right,1728,850,231
img_000000231_Default_000.tif,E-Right,1729,123,231
img_000000232_Default_000.tif,D-Right,1729,850,232
img_000000232_Default_000.tif,E-Right,1730,123,232
img_000000233_Default_000.tif,D-Right,1729,850,233
img_000000233_Default_000.tif,E-Right,1730,123,233
img_000000234_Default_000.tif,D-Right,1728,850,234
img_000000234_Default_000.tif,E-Right,1730,123,234
img_000000235_Default_000.tif,D-Right,1729,850,235
img_000000235_Default_000.tif,E-Right,1730,123,235
img_000000236_Default_000.tif,D-Right,1728,850,236
img_000000236_Default_000.tif,E-Right,1729,122,236
img_000000237_Default_000.tif,D-Right,1728,850,237
img_000000237_Default_000.tif,E-Right,1729,123,237
img_000000238_Default_000.tif,D-Right,1730,852,238
img_000000238_Default_000.tif,E-Right,1731,124,238
img_000000239_Default_000.tif,D-Right,1730,852,239
img_000000239_Default_000.tif,E-Right,1732,124,239
img_000000240_Default_000.tif,D-Right,1731,852,240
img_000000240_Default_000.tif,E-Right,1731,125,240
img_000000241_Default_000.tif,D-Right,1731,853,241
img_000000241_Default_000.tif,E-Right,1732,125,241
img_000000242_Default_000.tif,D-Right,1731,853,242
img_000000242_Default_000.tif,E-Right,1732,125,242
img_000000243_Default_000.tif,D-Right,1730,854,243
img_000000243_Default_000.tif,E-Right,1732,125,243
img_000000244_Default_000.tif,D-Right,1731,852,244
img_000000244_Default_000.tif,E-Right,1732,125,244
img_000000245_Default_000.tif,D-Right,1731,852,245
img_000000245_Default_000.tif,E-Right,1733,125,245
img_000000246_Default_000.tif,D-Right,1731,852,246
img_000000246_Default_000.tif,E-Right,1732,125,246
img_000000247_Default_000.tif,D-Right,1733,854,247
img_000000247_Default_000.tif,E-Right,1733,125,247
img_000000248_Default_000.tif,D-Right,1732,853,248
img_000000248_Default_000.tif,E-Right,1734,125,248
img_000000249_Default_000.tif,D-Right,1733,852,249
img_000000249_Default_000.tif,E-Right,1734,125,249
img_000000250_Default_000.tif,D-Right,1732,852,250
img_000000250_Default_000.tif,E-Right,1733,125,250
img_000000251_Default_000.tif,D-Right,1732,853,251
img_000000251_Default_000.tif,E-Right,1732,125,251
img_000000252_Default_000.tif,D-Right,1731,852,252
img_000000252_Default_000.tif,E-Right,1732,125,252
img_000000253_Default_000.tif,D-Right,1731,853,253
img_000000253_Default_000.tif,E-Right,1733,125,253
img_000000254_Default_000.tif,D-Right,1731,852,254
img_000000254_Default_000.tif,E-Right,1732,125,254
img_000000255_Default_000.tif,D-Right,1732,853,255
img_000000255_Default_000.tif,E-Right,1733,125,255
img_000000256_Default_000.tif,D-Right,1732,853,256
img_000000256_Default_000.tif,E-Right,1732,125,256
img_000000257_Default_000.tif,D-Right,1731,853,257
img_000000257_Default_000.tif,E-Right,1732,125,257
img_000000258_Default_000.tif,D-Right,1732,853,258
img_000000258_Default_000.tif,E-Right,1732,125,258
img_000000259_Default_000.tif,D-Right,1732,853,259
img_000000259_Default_000.tif,E-Right,1732,125,259
img_000000260_Default_000.tif,D-Right,1731,854,260
img_000000260_Default_000.tif,E-Right,1732,125,260
img_000000261_Default_000.tif,D-Right,1731,852,261
img_000000261_Default_000.tif,E-Right,1733,125,261
img_000000262_Default_000.tif,D-Right,1732,853,262
img_000000262_Default_000.tif,E-Right,1733,125,262
img_000000263_Default_000.tif,D-Right,1732,853,263
img_000000263_Default_000.tif,E-Right,1733,125,263
img_000000264_Default_000.tif,D-Right,1731,853,264
img_000000264_Default_000.tif,E-Right,1732,125,264
img_000000265_Default_000.tif,D-Right,1732,853,265
img_000000265_Default_000.tif,E-Right,1733,125,265
img_000000266_Default_000.tif,D-Right,1731,852,266
img_000000266_Default_000.tif,E-Right,1732,125,266
img_000000267_Default_000.tif,D-Right,1732,853,267
img_000000267_Default_000.tif,E-Right,1732,125,267
img_000000268_Default_000.tif,D-Right,1731,852,268
